Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42
Tracks 1 to 42
96,796.0333,87.833336, ,106.86364,94.681816, ,1257.1552,100.18965, ,1438.1364,103.40909, , , , , , , , , , ,1161.4286,205.64285, , , , , , , , , , , , , , , , , , , , , , ,1135.5,878.2083, , , , , , , , , , , , , , , , ,461.5,499.22415, , , , , , , ,975.7381,342.3889, , , , ,1286.7903,330.7903, ,754.5,945.0, , , , ,1184.4851,273.29105, ,517.7154,73.33077, , , , ,1153.5555,245.61111, ,1113.9333,476.96667, ,1052.5625,157.8125, ,421.3611,133.36111, ,163.32353,253.14706, ,262.05173,28.431034, ,328.0926,263.05554, ,803.60345,657.3276, ,828.86957,22.413044, ,809.6268,330.7676, 
97,796.8333,88.333336, ,106.7,95.5, ,1257.75,100.791664, ,1438.0385,103.88461, , , , , , , , , , ,1161.375,206.625, , , , , , , , , , , , , , , , , , , , , , ,1136.5,877.0, , , , , , , , , , , , , , , , ,464.32144,500.07144, , , , , , , ,971.7295,339.64755, , , , ,1285.8667,337.86667, ,750.8077,939.7308, , , , ,1184.0922,269.71054, ,517.1445,73.166664, , , , ,1150.3055,241.66667, ,1108.1666,474.2544, ,1055.5,160.32608, ,422.9,127.27143, ,160.23334,256.43332, ,260.8,29.3, ,328.77585,269.5345, ,802.5,658.5, ,833.883,27.968084, ,806.63635,328.34848, 
98,796.3889,87.5, ,106.625,94.625, ,1257.909,100.36364, ,1438.0834,103.25, , , , , , , , , , ,1161.3,206.0, , , , , , , , , , , , , , , , , , , , , , ,1135.1,875.94, , , , , , , , , , , , , , , , ,462.56897,498.05173, , , , , , , ,970.1818,337.54544, , , , ,1286.0714,342.5357, ,749.2917,936.2917, , , , ,1188.7,268.77692, ,517.6724,75.63793, , , , ,1152.5938,236.53125, ,1103.9445,471.7963, ,1057.0518,160.81035, ,422.12857,126.15714, ,151.38889,255.38889, ,263.9375,28.65625, ,321.7,263.36667, ,799.3214,650.8929, ,829.13043,24.73913, ,801.0397,323.3095, 
99,796.3,88.23333,*,106.611115,95.388885, ,1257.7858,100.833336, ,1438.1666,103.833336, , , , , , , , , , ,1161.0385,206.1923, , , , , , , , , , , , , , , , , , , , , , ,1137.5,874.0, , , , , , , , , , , , , , , , ,462.06668,505.7, , , , , , , ,969.7121,333.5303, , , , ,1279.8871,335.75806, ,750.74,939.82, , , , ,1185.5875,269.3125, ,515.71313,77.45082, , , , ,1150.7894,231.76315, ,1100.9912,472.88596, ,1056.7084,163.0, ,422.58572,126.7, ,154.38889,252.55556, ,262.98486,31.59091, ,318.77585,258.81033, ,796.5345,654.2931, ,827.3222,26.7, ,799.61865,317.21185, 
100,796.7308,88.11539, ,106.5,94.833336, ,1257.5476,100.21429, ,1438.1364,103.40909, , , , , , , , , , ,1161.6,206.6, , , , , , , , , , , , , , , , , , , , , , ,1134.5,872.6739, , , , , , , , , , , , , , , , , , , , , , , , , ,971.22,336.99335, , , , ,1281.0312,328.9375, ,752.2826,936.63043, , , , ,1185.0714,266.2143, ,517.3305,71.194916, , , , ,1151.2567,230.22974, ,1098.5646,472.80646, ,1058.6111,163.64815, ,420.11765,129.0, ,154.5,248.0, ,260.0625,33.6875, ,314.32144,260.25, ,793.24194,645.20966, ,825.883,29.095745, ,798.8019,313.16037, 
101,796.3333,87.22222, ,107.0,94.5, ,1257.5,100.02, ,1438.1364,103.40909, , , , , , , , , , ,1161.3182,205.59091, , , , , , , , , , , , , , , , , , , , , , ,1133.0,867.7143, , , , , , , , , , , , , , , , , , , , , , , , , ,970.4101,331.24158, , , , ,1276.1875,324.6875, ,756.5417,935.625, , , , ,1187.0116,265.10464, ,518.0873,70.166664, , , , ,1152.8948,230.8421, ,1095.5483,468.75806, , , , ,418.14706,127.55882, ,152.0,246.0, ,258.13635,29.318182, ,315.54,258.74, ,789.1129,645.75806, ,820.8333,31.744444, ,795.46875,311.625, 
102,797.1842,87.552635, ,106.375,95.375, ,1257.25,100.666664, ,1438.2693,103.73077, , , , , , , , , , ,1161.3182,206.40909, , , , , , , , , , , , , , , , , , , , , , ,1136.9073,866.6852, , , , , , , , , , , , , , , , , , , , , , , , , ,973.0738,336.0082, , , , ,1276.2742,321.98386, ,762.3333,934.9167, , , , ,1188.5,262.1, ,510.76532,67.9898, , , , ,1160.0405,230.90541, ,1092.58,467.84, , , , ,415.52777,125.916664, ,153.38235,243.02942, ,261.13333,29.233334, ,319.82144,252.85715, ,790.0517,650.81036, ,816.9762,35.761906, ,792.8016,316.6111, 
103,796.3,87.7, ,106.5,95.125, ,1257.9584,100.25, ,1438.1364,103.40909, , , , , , , , , , ,1161.5,206.16667, , , , , , , , , , , , , , , , , , , , , , ,1137.6305,870.63043, , , , , , , , , , , , , , , , , , , , , , , , , ,969.99207,336.16666, , , , ,1280.0,321.0, ,757.93475,934.587, , , , ,1184.025,265.825,*,510.8908,68.36207, , , , ,1156.2106,231.02632, ,1090.3474,467.3305, , , , ,415.47058,122.617645, ,151.5625,242.625, ,257.41306,23.891304, ,318.0926,244.98148, ,793.2692,652.1923, ,820.0789,31.5, ,798.1,315.78333, 
104,796.4474,87.710526, ,107.05556,94.833336, ,1257.3636,100.13636, ,1438.1364,103.40909, , , , , , , , , , ,1161.4166,205.75, , , , , , , , , , , , , , , , , , , , , , ,1139.2826,870.587, , , , , , , , , , , , , , , , , , , , , , , , , ,971.11194,333.58954, , , , ,1280.8549,320.59677, ,757.15216,934.84784, , , , ,1185.0428,265.47144, ,509.08667,68.92667, , , , ,1157.421,231.78947, ,1086.6094,469.46875, , , , , , , ,148.55,249.25, ,261.6111,22.277779, ,321.54166,240.625, ,792.0357,653.8571, ,817.0,29.5,*,794.0797,317.22464, 
105,796.2778,87.388885, ,106.7,95.4, ,1257.5385,100.30769, ,1438.1666,103.611115, , , , , , , , , , ,1161.5769,205.96153, , , , , , , , , , , , , , , , , , , , , , ,1141.0,866.5, , , , , , , , , , , , , , , , , , , , , , , , , ,976.7381,332.37302, , , , ,1279.6515,321.28787, ,758.2917,929.2917, , , , ,1190.5714,273.08572,*, , , , , , ,1152.5588,223.41176, ,1081.2377,468.90985, , , , , , , ,149.38235,253.91176, ,257.35715,16.964285, ,322.18967,244.46552, ,797.1429,650.7857, ,817.2143,31.5,*,793.7472,320.80338, 
106,796.5,87.5, ,106.625,94.625, ,1256.38,99.58, ,1438.3,103.5, , , , , , , , , , ,1161.5,205.43333, , , , , , , , , , , , , , , , , , , , , , ,1142.14,866.3, , , , , , , , , , , , , , , , , , , , , , , , , ,977.9559,331.05884, , , , ,1274.9193,321.9516, ,757.76086,923.9783, , , , ,1192.8699,271.56848, , , , , , , ,1154.7285,218.47144, ,1080.0714,466.1, , , , , , , ,146.61111,248.22223, ,259.34616,22.038462, ,316.45834,241.375, ,796.0,648.8333, ,818.9231,30.576923,*,796.0789,322.7807, 
107,797.1842,88.6579, ,106.375,95.0, ,1256.9615,100.34615, ,1438.3,103.5, , , , , , , , , , ,1161.4166,206.08333, , , , , , , , , , , , , , , , , , , , , , ,1139.58,864.26, , , , , , , , , , , , , , , , , , , , , , , , , ,980.36957,326.77536, , , , ,1273.0807,323.9516, ,757.7273,929.7727, , , , ,1190.242,270.46774, , , , , , , ,1148.0526,216.47368, ,1080.5728,466.19092, , , , , , , ,138.91176,248.38235, ,258.46295,21.87037, ,311.62,239.18, ,794.3214,654.0714, ,816.85,35.275,*,796.9237,316.97458, 
108,796.5,88.11539, ,106.7,94.8, ,1257.6428,100.690475, ,1438.1364,103.40909, , , , , , , , , , ,1161.3182,205.77272, , , , , , , , , , , , , , , , , , , , , , ,1136.0,863.2273, , , , , , , , , , , , , , , , , , , , , , , , , ,975.60345,322.39655, , , , ,1277.0,326.0, ,753.9583,927.125, , , , ,1185.1882,268.55377, , , , , , , ,1141.2778,212.33333, ,1086.0593,465.39832, , , , , , , ,143.25,246.55, ,256.0357,18.571428, ,309.54,231.74, ,792.1129,648.75806, ,815.7727,38.0, ,803.2308,317.73077, 
109,796.94446,86.611115, ,106.5,95.0, ,1257.4584,100.208336, ,1438.3,103.5, , , , , , , , , , ,1161.5,206.5, , , , , , , , , , , , , , , , , , , , , , ,1136.0416,857.7917, , , , , , , , , , , , , , , , , , , , , , , , , ,976.2971,322.28262, , , , ,1273.5,324.5, ,758.3077,925.61536, , , , ,1184.4166,274.52777,*, , , , , , ,1137.75,211.86111, ,1092.2693,464.80768, , , , , , , ,141.25,245.55, ,247.61111,21.277779, ,314.67648,228.73529, ,786.9194,654.9516, ,817.2778,36.203705, ,800.72,315.16, 
110,796.6177,87.911766, ,106.5,95.5, ,1257.5834,100.791664, ,1438.0454,103.681816, , , , , , , , , , ,1161.0,206.3, , , , , , , , , , , , , , , , , , , , , , ,1129.42,860.7, , , , , , , , , , , , , , , , , , , , , , , , , ,974.74615,317.05383, , , , ,1271.1875,321.9375, ,758.5,925.0, , , , ,1184.7703,271.6081, , , , , , , ,1141.7727,217.59091, ,1096.2544,467.72806, , , , , , , ,144.45,242.6, ,244.5,20.5, ,317.54166,226.20833, ,788.8,656.2, ,815.6951,40.59756,*,802.7321,313.19644, 
111,797.2059,87.20588, ,107.0,94.5, ,1257.6428,99.833336, ,1438.1364,103.40909, , , , , , , , , , ,1161.5,206.7, , , , , , , , , , , , , , , , , , , , , , ,1124.34,859.82, , , , , , , , , , , , , , , , , , , , , , , , , ,972.9844,310.73438, , , , ,1276.7222,327.33334, ,756.9167,928.375, , , , ,1183.1857,267.64285,*, , , , , , ,1136.1364,220.16667, , , , , , , , , , ,150.0,249.0, ,249.86667,17.766666, ,321.7,230.8, ,791.86664,651.5, ,814.67145,31.328571, ,801.9151,309.3113, 
112,795.5909,87.86364, ,106.27778,95.05556, ,1257.2241,100.086205, ,1438.1666,103.583336, , , , , , , , , , ,1161.3889,206.16667, , , , , , , , , , , , , , , , , , , , , , ,1120.38,863.22, , , , , , , , , , , , , , , , , , , , , , , , , ,972.40625,312.1875, , , , ,1276.9,325.66666, ,753.42,926.94, , , , ,1184.4706,266.7353,*, , , , , , ,1134.6714,218.47144, , , , , , , , , , ,147.55556,250.33333, ,248.98387,22.241936, ,324.6905,226.54762, ,789.6786,654.6429, ,810.3158,28.894737, ,803.9,308.64545, 
113,796.11536,88.42308, ,106.7,95.5, ,1257.0,100.69231, ,1438.3182,103.954544, , , , , , , , , , ,1161.1364,206.31818, , , , , , , , , , , , , , , , , , , , , , ,1120.625,865.8333, , , , , , , , , , , , , , , , , , , , , , , , , ,973.85596,312.68643, , , , ,1280.8667,328.86667, ,751.26,926.06, , , , ,1183.6282,265.6282, , , , , , , ,1134.7727,216.13637, , , , , , , , , , ,149.61111,247.61111, ,249.95161,20.564516, ,323.0862,224.08621, ,788.2,654.8, ,805.6556,31.922222, ,810.7222,303.53705, 
114,796.8125,87.375, ,107.05556,94.611115, ,1256.9,100.02, ,1438.3,103.5, , , , , , , , , , ,1161.0385,205.8077, , , , , , , , , , , , , , , , , , , , , , ,1115.6538,868.03845, , , , , , , , , , , , , , , , , , , , , , , , , ,972.0,310.68967, , , , ,1283.7142,333.0, ,746.82,923.14, , , , ,1187.0853,259.15854,*, , , , , , ,1141.2576,222.13637, , , , , , , , , , ,145.16667,244.38889, ,250.4,21.433332, ,323.60715,223.53572, ,787.75806,649.1129, ,806.22095,36.15116, ,806.01666,299.56668, 
115,796.0,87.6875, ,106.5,95.0, ,1257.5769,100.23077, ,1438.5,103.7, , , , , , , , , , ,1160.7,206.0, , , , , , , , , , , , , , , , , , , , , , ,1116.4231,867.4231, , , , , , , , , , , , , , , , , , , , , , , , , ,971.66394,306.33606, , , , ,1283.0518,333.0862, ,749.0,918.5, , , , ,1185.5834,252.33333, , , , , , , ,1139.3235,225.5, , , , , , , , , , ,142.22223,244.33333, ,249.9,19.233334, ,323.93332,220.76666, ,780.2143,645.8929, ,803.5625,35.333332, ,803.8889,296.18518, 
116,796.88464,88.11539, ,106.611115,95.388885, ,1257.25,100.666664, ,1438.1666,103.611115, , , , , , , , , , ,1161.1,205.3, , , , , , , , , , , , , , , , , , , , , , ,1120.54,863.1, , , , , , , , , , , , , , , , , , , , , , , , , ,970.12067,306.4655, , , , ,1284.5,329.6154, ,753.42,915.94, , , , ,1185.6904,254.5, , , , , , , ,1138.8235,218.67647, , , , , , , , , , ,144.9,246.83333, ,251.26,13.74, ,324.06668,216.6, ,776.39655,638.84485, ,802.9286,36.438774, ,800.10785,301.0098, 
117,796.0,87.6875, ,106.625,94.625, ,1257.8529,100.32353, ,1438.1364,103.40909, , , , , , , , , , ,1161.5,206.0, , , , , , , , , , , , , , , , , , , , , , ,1115.8077,864.9231, , , , , , , , , , , , , , , , , , , , , , , , , ,969.0484,303.4355, , , , ,1279.9375,337.1875, ,761.0833,916.75, , , , ,1186.1757,258.71622,*, , , , , , ,1139.8143,218.95714, , , , , , , , , , ,148.08824,251.61765, ,253.0,11.5, ,327.58,216.34, ,777.86664,637.86664, ,793.3,37.655556, ,797.89215,298.02942, 
118,796.8571,87.78571, ,106.86364,95.13636, ,1257.0,100.681816, ,1438.3182,103.681816, , , , , , , , , , ,1160.9286,206.78572, , , , , , , , , , , , , , , , , , , , , , ,1121.3214,870.8929, , , , , , , , , , , , , , , , , , , , , , , , , ,968.1667,298.0, , , , ,1282.9,335.06668, ,759.3214,918.6071, , , , ,1183.6389,253.30556,*, , , , , , ,1141.4524,221.14285, , , , , , , , , , ,149.7,249.16667, ,247.14,11.18, ,326.45834,217.375, ,780.0517,634.0862, ,791.74,40.26, ,801.82074,292.25473, 
119,795.9167,88.25, ,106.833336,94.5, ,1257.674,100.41304, ,1438.3,103.5, , , , , , , , , , ,1161.5,206.0, , , , , , , , , , , , , , , , , , , , , , ,1117.34,868.42, , , , , , , , , , , , , , , , , , , , , , , , , ,972.76086,291.30435, , , , ,1283.1333,331.86667, , , , , , , ,1178.1216,258.01352, , , , , , , ,1137.7307,212.52563, , , , , , , , , , ,146.97058,244.61765, ,250.5,6.392857, ,324.9,214.53334, ,777.3,629.0333, ,792.951,37.931374, ,806.13464,294.53845, 
120,796.6579,87.6579, ,106.2,95.2, ,1256.9615,100.42308, ,1438.1666,103.583336, , , , , , , , , , ,1161.25,205.58333, , , , , , , , , , , , , , , , , , , , , , ,1111.25,863.4167, , , , , , , , , , , , , , , , , , , , , , , , , ,970.46826,293.86508, , , , ,1286.7759,332.0862, , , , , , , ,1180.5286,263.44287, , , , , , , ,1141.725,207.425, , , , , , , , , , , , , ,254.0,2.5, ,329.1,213.06, ,769.0517,629.431, ,784.598,39.558823, ,803.42725,291.22726, 
