Time,IR,Red,Green,Blue
52.5,373583,330818,427838,338157
52.52,373460,330845,426937,337446
52.54,373589,330858,426389,337037
52.56,373795,331012,426369,336905
52.58,374068,331159,426635,337004
52.6,374362,331333,427244,337282
52.62,374707,331506,427971,337659
52.64,375069,331652,428833,338095
52.66,375378,331875,429780,338642
52.68,375735,332047,430717,339136
52.7,376055,332195,431666,339657
52.72,376366,332420,432678,340286
52.74,376712,332580,433924,340922
52.76,377047,332766,435118,341652
52.78,377410,332928,436348,342325
52.8,377698,333075,437533,343003
52.82,377978,333233,438743,343715
52.84,378216,333411,440025,344459
52.86,378545,333598,441344,345264
52.88,378896,333757,442622,345998
52.9,379166,333895,443974,346726
52.92,379490,334095,445258,347507
52.94,379957,334328,447360,348766
52.96,380271,334520,448847,349573
52.98,380601,334756,450211,350463
53,380920,334870,451580,351262
53.02,381208,334991,452935,352086
53.04,381507,335180,454314,352857
53.06,381782,335337,456098,353644
53.08,382029,335430,457340,354395
53.1,382272,335587,458645,355165
53.12,382138,335506,459550,355721
53.14,381459,335146,459453,355773
53.16,380269,334512,457681,354833
53.18,378903,333899,454072,352892
53.2,377458,333215,449272,350239
53.22,376044,332622,444119,347241
53.24,374874,332182,439442,344398
53.26,374099,331844,435555,342075
53.28,373535,331592,432689,340268
53.3,373238,331437,430505,338873
53.32,373155,331393,429094,337885
53.34,373250,331512,428330,337304
53.36,373350,331601,427895,336954
53.38,373512,331599,427685,336759
53.4,373434,331611,427318,336508
53.42,373342,331583,426740,336092
53.44,373254,331524,425977,335561
53.46,373058,331526,425111,335025
53.48,373021,331465,424475,334570
53.5,373038,331556,424211,334320
53.52,373235,331668,424341,334349
53.54,373467,331809,424690,334514
53.56,373766,332006,425398,334892
53.58,374136,332144,426362,335395
53.6,374534,332349,427367,336013
53.62,374884,332518,428456,336613
53.64,375214,332731,429494,337225
53.66,375597,332932,430706,337891
53.68,375921,333073,431988,338626
53.7,376263,333246,433290,339397
53.72,376579,333464,434504,340101
53.74,376871,333591,435719,340894
53.76,377211,333775,436972,341615
53.78,377547,333952,438370,342423
53.8,377895,334146,439685,343214
53.82,378221,334341,440999,344001
53.84,378556,334495,442354,344791
53.86,378907,334697,443763,345610
53.88,379206,334898,445153,346437
53.9,379506,335023,446507,347251
53.92,379867,335123,447879,348070
53.94,380187,335296,449235,348888
53.96,380482,335462,450689,349746
53.98,380839,335670,452086,350603
54,381156,335857,453615,351473
54.02,381484,335960,455564,352368
54.04,381802,336126,457000,353232
54.06,382140,336302,458452,354050
54.08,382388,336466,459946,354933
54.1,382412,336402,461124,355670
54.12,381856,336113,461515,355948
54.14,380908,335565,460565,355517
54.16,379811,335018,458217,354311
54.18,378664,334493,455104,352599
54.2,377615,334035,451621,350665
54.22,376785,333731,448408,348838
54.24,376198,333475,445743,347292
54.26,375827,333317,443789,346060
54.28,375660,333292,442568,345278
54.3,375780,333339,441979,344896
54.32,376013,333508,442160,344926
54.34,376381,333648,442588,345177
54.36,376567,333784,443192,345423
54.38,376723,333828,443719,345696
54.4,376795,333855,443968,345873
54.42,376805,333875,444152,345952
54.44,376837,333863,444196,346015
54.46,376905,333925,444421,346149
54.48,377078,334044,444808,346352
54.5,377321,334151,445368,346645
54.52,377643,334303,446233,347156
54.54,377965,334489,447334,347781
54.56,378341,334683,448509,348478
54.58,378774,334881,449877,349223
54.6,379154,335042,451250,349989
54.62,379557,335271,452563,350764
54.64,379865,335415,453940,351558
54.66,380207,335583,455275,352351
54.68,380537,335753,456621,353115
54.7,380897,335998,458014,353965
54.72,381175,336043,459279,354725
54.74,381444,336236,460489,355384
54.76,381716,336352,461682,356149
54.78,382001,336507,462976,357231
54.8,382265,336667,464147,357978
54.82,382493,336696,465414,358744
54.84,382776,336883,466647,359466
54.86,383027,337001,467877,360183
54.88,383324,337122,469010,360910
54.9,383617,337275,470190,361595
54.92,383843,337399,471730,362307
54.94,384099,337524,472935,363055
54.96,384339,337647,474226,363759
54.98,384537,337802,475411,364402
55,384891,337921,476541,365131
55.02,385018,337970,477695,365794
55.04,384773,337799,478529,366335
55.06,384251,337430,478650,366465
55.08,383393,336982,477850,366169
55.1,382602,336597,476311,365333
55.12,381837,336296,474380,364411
55.14,381356,336070,472478,363423
55.16,380916,335903,470793,362523
55.18,380633,335789,469532,361860
55.2,380509,335738,468750,361427
55.22,380546,335841,468424,361219
55.24,380766,335919,468408,361257
55.26,380997,336021,468734,361385
55.28,381148,336068,469194,361682
55.3,381296,336144,469670,361890
55.32,381229,336149,470007,362096
55.34,381214,336082,470126,362205
55.36,381167,336073,470061,362176
55.38,381218,336078,470059,362187
55.4,381253,336107,470128,362244
55.42,381345,336178,470419,362424
55.44,381569,336267,470926,362712
55.46,381836,336382,471518,363006
55.48,381996,336528,472093,363378
55.5,382246,336622,472861,363879
55.52,382482,336791,473665,364286
55.54,382723,336877,474558,364800
55.56,382983,336946,475417,365266
55.58,383211,337082,476294,365787
55.6,383426,337234,477095,366288
55.62,383567,337256,478030,366835
55.64,383733,337348,478776,367256
55.66,383936,337419,479484,367707
55.68,384075,337519,480158,368099
55.7,384293,337583,480910,368523
55.72,384419,337674,481752,369042
55.74,384561,337770,482640,369513
55.76,384713,337776,483416,370002
55.78,384866,337903,484176,370431
55.8,385036,337948,484934,370927
55.82,385183,338046,485727,371332
55.84,385331,338124,486514,371847
55.86,385535,338221,487411,372345
55.88,385776,338351,488679,373010
55.9,385932,338338,489502,373655
55.92,385773,338162,490068,374002
55.94,385162,337863,490122,374089
55.96,384309,337382,489153,373638
55.98,383497,336974,487303,372749
56,382756,336674,485077,371603
56.02,382169,336375,482842,370511
56.04,381741,336166,481014,369484
56.06,381476,336063,479615,368775
56.08,381273,336043,478695,368256
56.1,381339,336036,478280,367996
56.12,381608,336185,478381,368011
56.14,381881,336299,478735,368206
56.16,382075,336396,479162,368434
56.18,382286,336452,479628,368652
56.2,382328,336514,479940,368846
56.22,382330,336443,480012,368932
56.24,382221,336414,479947,368898
56.26,382183,336420,479854,368861
56.28,382218,336407,479688,368805
56.3,382287,336409,479722,368865
56.32,382410,336498,479907,368962
56.34,382648,336596,480301,369138
56.36,382846,336734,480837,369440
56.38,383093,336860,481455,369840
56.4,383244,336917,482076,370196
56.42,383460,337033,482679,370549
56.44,383646,337104,483272,370911
56.46,383856,337224,483907,371235
56.48,384091,337322,484609,371640
56.5,384347,337392,485344,372029
56.52,384542,337499,486129,372461
56.54,384756,337603,486842,372905
56.56,384920,337669,487551,373300
56.58,385144,337788,488319,373734
56.6,385357,337923,488975,374132
56.62,385553,337986,489666,374582
56.64,385757,338057,490368,374958
56.66,385948,338119,491104,375352
56.68,386186,338259,492032,375790
56.7,386391,338326,492789,376347
56.72,386578,338469,493665,376807
56.74,386849,338575,494460,377267
56.76,386966,338666,495232,377703
56.78,387043,338651,495922,378129
56.8,386639,338436,496215,378335
56.82,385921,337934,495780,378155
56.84,384911,337403,494142,377357
56.86,384037,336934,491659,376121
56.88,383235,336590,488750,374636
56.9,382561,336296,485920,373140
56.92,382000,336082,483376,371853
56.94,381602,335922,481273,370633
56.96,381368,335797,479643,369704
56.98,381185,335773,478578,369108
57,381279,335892,478083,368743
57.02,381500,335947,477896,368629
57.04,381573,335987,477863,368596
57.06,381616,336002,477636,368476
57.08,381605,335959,477424,368299
57.1,381531,335877,476957,368036
57.12,381385,335815,476424,367720
57.14,381336,335725,475916,367424
57.16,381324,335761,475373,367149
57.18,381346,335744,475070,366965
57.2,381401,335828,474883,366857
57.22,381595,335917,474960,366881
57.24,381807,335965,475188,366973
57.26,381946,336082,475604,367182
57.28,382086,336122,476033,367398
57.3,382280,336206,476482,367655
57.32,382426,336328,476973,367978
57.34,382640,336359,477519,368215
57.36,382775,336467,477993,368538
57.38,382966,336576,478554,368884
57.4,383131,336636,479139,369201
57.42,383267,336665,479762,369524
57.44,383476,336763,480301,369828
57.46,383602,336830,480912,370210
57.48,383796,336914,481551,370551
57.5,384045,337024,482209,370920
57.52,384167,337094,482908,371353
57.54,384391,337210,483618,371744
57.56,384556,337247,484344,372146
57.58,384747,337364,484997,372525
57.6,384941,337469,485758,372970
57.62,385176,337588,486581,373405
57.64,385291,337612,487394,373859
57.66,385096,337471,487805,374129
57.68,384545,337130,487349,373985
57.7,383520,336539,485632,373124
57.72,382491,336077,482797,371593
57.74,381441,335627,479204,369711
57.76,380579,335184,475610,367750
57.78,379913,334913,472376,365901
57.8,379435,334692,469662,364424
57.82,379114,334614,467718,363258
57.84,379008,334557,466502,362451
57.86,379091,334601,465979,362031
57.88,379253,334715,465849,361969
57.9,379448,334854,465884,361899
57.92,379594,334871,465922,361912
57.94,379642,334842,465840,361795
57.96,379631,334848,465630,361661
57.98,379612,334772,465420,361460
58,379595,334789,465075,361314
58.02,379689,334851,464904,361151
58.04,379840,334866,464885,361109
58.06,380021,334984,465099,361222
58.08,380209,335112,465646,361421
58.1,380608,335286,466236,361803
58.12,380898,335454,466951,362245
58.14,381177,335583,467816,362702
58.16,381496,335747,468675,363191
58.18,381865,335845,469679,363743
58.2,382141,336000,470654,364285
58.22,382380,336135,471594,364856
58.24,382621,336253,472596,365359
58.26,382808,336360,473527,365926
58.28,383070,336489,474443,366479
58.3,383206,336463,475304,366946
58.32,383329,336589,476116,367411
58.34,383527,336703,476831,367917
58.36,383727,336742,477617,368294
58.38,383915,336813,478546,368782
58.4,384178,336909,479446,369367
58.42,384336,337074,480448,369908
58.44,384518,337135,481324,370412
58.46,384632,337204,482099,370917
58.48,384765,337250,482942,371335
58.5,384726,337225,483643,371799
58.52,384573,337069,484016,372064
58.54,384044,336754,483565,371906
58.56,383165,336316,481997,371065
58.58,382242,335890,479418,369736
58.6,381330,335510,476359,368060
58.62,380551,335144,473292,366388
58.64,380013,334880,470617,364836
58.66,379535,334704,468478,363561
58.68,379321,334608,466894,362607
58.7,379274,334639,465929,361932
58.72,379441,334738,465522,361632
58.74,379679,334820,465445,361570
58.76,379831,334940,465630,361649
58.78,380030,334917,465806,361660
58.8,380018,334970,465801,361600
58.82,380064,334954,465699,361567
58.84,380000,334908,465505,361463
58.86,379976,334947,465267,361250
58.88,380094,334971,465350,361330
58.9,380322,335104,465656,361458
58.92,380504,335175,466212,361733
58.94,380775,335311,466785,362043
58.96,381104,335478,467455,362402
58.98,381305,335569,468272,362900
59,381588,335680,469171,363382
59.02,381888,335858,470092,363904
59.04,382182,335989,471091,364461
59.06,382494,336139,472094,365012
59.08,382746,336259,473036,365531
59.1,382932,336336,474014,366119
59.12,383098,336433,474964,366686
59.14,383324,336532,475875,367212
59.16,383625,336671,476875,367731
59.18,383938,336830,477912,368339
59.2,384242,336989,479041,368933
59.22,384473,337103,480121,369524
59.24,384779,337217,481086,370217
59.26,384957,337325,482149,370758
59.28,385208,337459,483202,371336
59.3,385437,337563,484201,371915
59.32,385649,337665,485081,372503
59.34,385807,337718,485919,372942
59.36,385799,337685,486704,373422
59.38,385487,337475,487054,373678
59.4,384926,337163,486871,373586
59.42,384111,336764,485711,373061
59.44,383367,336334,483847,372156
59.46,382720,336149,481778,371015
59.48,382270,335899,479776,369984
59.5,381915,335783,478226,369108
59.52,381720,335727,477026,368476
59.54,381677,335699,476402,368093
59.56,381712,335767,476129,367915
59.58,381804,335783,476163,367933
59.6,381991,335878,476310,368004
59.62,382061,335923,476582,368066
59.64,382129,335908,476683,368164
59.66,382077,335918,476720,368206
59.68,382016,335897,476580,368108
59.7,381975,335820,476338,367967
59.72,382058,335840,476144,367885
59.74,382048,335884,476125,367890
59.76,382183,335963,476361,367990
59.78,382318,335968,476727,368187
59.8,382453,336106,477165,368381
59.82,382664,336193,477574,368647
59.84,382846,336285,478090,368957
59.86,383012,336369,478598,369212
59.88,383218,336426,479161,369563
59.9,383344,336560,479880,369934
59.92,383478,336572,480499,370241
59.94,383628,336682,481080,370612
59.96,383762,336755,481636,370936
59.98,383976,336837,482294,371317
60,384059,336909,482967,371719
60.02,384179,337002,483545,372118
60.04,384287,336967,484177,372456
60.06,384369,337071,484668,372790
60.08,384489,337102,485207,373095
60.1,384756,337240,485909,373446
60.12,384949,337306,486613,373908
60.14,385131,337429,487724,374370
60.16,385311,337472,488623,374776
60.18,385588,337575,489494,375246
60.2,385607,337628,490230,375695
60.22,385307,337485,490511,375899
60.24,384636,337065,489911,375629
60.26,383755,336595,488193,374797
60.28,382915,336170,485541,373410
60.3,382078,335813,482613,371840
60.32,381465,335541,479898,370403
60.34,380883,335327,477538,369049
60.36,380497,335172,475568,367921
60.38,380187,335029,473844,366916
60.4,379978,334957,472313,366015
60.42,379836,334869,471256,365381
60.44,379839,334924,470265,364895
60.46,379852,334916,469661,364471
60.48,379773,334804,468905,364021
60.5,379529,334759,467763,363330
60.52,379371,334689,466393,362493
60.54,378938,334504,464888,361582
60.56,378694,334403,463316,360622
60.58,378432,334311,461682,359630
60.6,378154,334178,460050,358622
60.62,377930,334039,458441,357633
60.64,377659,334015,456767,356592
60.66,377354,333864,455126,355353
60.68,377093,333778,453425,354371
60.7,376972,333665,452039,353478
60.72,376888,333641,450937,352702
60.74,376732,333552,449921,352010
60.76,376672,333502,448928,351367
60.78,376748,333558,448111,350765
60.8,376925,333629,447623,350368
60.82,377131,333759,447531,350219
60.84,377428,333806,447636,350192
60.86,377567,333884,447800,350182
60.88,377597,333919,447788,350156
60.9,377671,333883,447587,350039
60.92,377658,333924,447285,349783
60.94,377644,333917,446890,349524
60.96,377676,333955,446652,349314
60.98,377776,333957,446491,349211
61,377816,333988,446542,349118
61.02,377898,334027,446616,349164
61.04,378032,334058,446846,349240
61.06,378148,334131,447066,349375
61.08,378129,334121,447036,349303
61.1,377838,333937,446422,348881
61.12,377279,333640,445007,348026
61.14,376472,333200,442745,346674
61.16,375646,332848,439866,345012
61.18,375063,332642,437083,343401
61.2,374645,332437,434956,342036
61.22,374428,332363,433405,341000
61.24,374245,332299,432134,340180
61.26,374077,332195,431061,339230
61.28,374033,332152,430245,338613
61.3,374079,332167,429676,338252
61.32,374078,332200,429247,337902
61.34,374065,332129,428956,337630
61.36,373894,332072,428327,337225
61.38,373776,331978,427552,336697
61.4,373544,331924,426584,336050
61.42,373404,331842,425604,335401
61.44,373134,331755,424546,334685
61.46,372989,331650,424002,334259
61.48,373091,331713,424055,334226
61.5,373199,331781,424026,334163
61.52,373374,331909,424292,334271
61.54,373634,332017,424783,334436
61.56,373880,332147,425405,334805
61.58,374098,332261,426128,335169
61.6,374314,332381,426859,335605
61.62,374559,332542,427680,336072
61.64,374893,332716,428743,336642
61.66,375175,332863,429819,337269
61.68,375375,332978,430745,337808
61.7,375684,333129,431800,338428
61.72,376037,333344,433116,339156
61.74,376396,333536,434563,340011
61.76,376824,333752,436241,340961
61.78,377291,333984,438048,342090
61.8,377755,334200,439894,343152
61.82,378302,334506,441766,344236
61.84,378860,334833,443812,345420
61.86,379475,335109,445983,346661
61.88,380051,335404,448097,347889
61.9,380571,335602,450152,349105
61.92,381121,335893,452218,350326
61.94,381568,336143,454370,351512
61.96,382020,336315,456814,352709
61.98,382447,336550,458659,353819
62,382852,336806,460562,354912
62.02,383093,336887,462414,355950
62.04,382925,336789,463924,357274
62.06,382276,336462,464781,357864
62.08,381519,336021,464792,357949
62.1,380649,335671,463693,357496
62.12,379965,335313,462015,356641
62.14,379466,335118,460345,355797
62.16,379120,334967,459060,355152
62.18,378843,334956,458390,354773
62.2,378844,334931,458130,354671
62.22,378986,335051,458356,354769
62.24,379232,335172,459036,355127
62.26,379577,335372,459927,355610
62.28,379801,335504,460803,356148
62.3,379976,335593,461510,356587
62.32,380046,335584,462096,356904
62.34,379972,335569,462478,357178
62.36,379857,335524,462781,357389
62.38,379772,335469,462878,357546
62.4,379830,335500,463021,357599
62.42,379875,335641,463144,357721
62.44,380013,335668,463455,357907
62.46,380123,335778,463962,358247
62.48,380348,335873,464603,358612
62.5,380520,335969,465374,359048
62.52,380771,336115,466280,359586
62.54,381069,336199,467306,360122
62.56,381242,336285,468267,360732
62.58,381444,336399,469208,361284
62.6,381606,336489,470041,361767
62.62,381746,336500,470797,362225
62.64,381861,336577,472021,362777
62.66,382064,336681,472983,363313
62.68,382336,336828,473960,363877
62.7,382524,336966,474962,364482
62.72,382721,337035,476014,365065
62.74,382867,337106,476886,365602
62.76,383026,337160,477659,366087
62.78,383118,337216,478420,366542
62.8,383457,337358,479544,367112
62.82,383706,337475,480780,367816
62.84,383984,337605,481870,368486
62.86,384242,337731,483084,369113
62.88,384469,337834,484132,369760
62.9,384712,337977,485138,370338
62.92,384994,338122,486023,370882
62.94,385296,338300,486855,371365
62.96,385532,338362,488122,371870
62.98,385911,338560,489180,372417
63,386322,338772,490314,373427
63.02,386652,338924,491520,374117
63.04,386955,338978,492669,374743
63.06,386864,338947,493534,375210
63.08,386293,338595,493809,375463
63.1,385502,338116,493442,375341
63.12,384569,337647,492167,374770
63.14,383733,337257,490288,373785
63.16,383120,336972,488129,372744
63.18,382749,336784,486331,371848
63.2,382516,336714,485090,371214
63.22,382424,336716,484362,370796
63.24,382397,336752,483865,370613
63.26,382513,336821,483747,370503
63.28,382677,336848,483910,370661
63.3,382855,337006,484402,370858
63.32,383001,336999,484946,371156
63.34,383041,337029,485329,371426
63.36,383021,336936,485570,371532
63.38,382934,336931,485640,371652
63.4,382885,336914,485631,371695
63.42,382927,336904,485634,371765
63.44,382951,336913,485705,371748
63.46,383098,337021,485833,371835
63.48,383311,337149,486202,372092
63.5,383551,337235,486742,372383
63.52,383814,337375,487475,372803
63.54,384073,337499,488269,373270
63.56,384439,337602,489219,373784
63.58,384772,337810,490197,374313
63.6,385081,337919,491157,374851
63.62,385282,338051,492114,375385
63.64,385415,338134,492951,375914
63.66,385592,338183,493750,376353
63.68,385659,338252,494493,376807
63.7,385914,338334,495310,377254
63.72,386092,338376,496135,377768
63.74,386311,338524,497008,378222
63.76,386373,338540,497894,378707
63.78,386659,338606,498750,379213
63.8,386967,338764,499586,379741
63.82,387073,338847,500451,380188
63.84,387235,338857,501268,380697
63.86,387358,338956,502065,381140
63.88,387565,339059,502909,381640
63.9,387829,339185,503790,382112
63.92,388112,339334,505522,382866
63.94,388339,339375,506383,383358
63.96,388397,339460,507206,383832
63.98,388456,339428,507948,384251
64,388140,339248,508302,384543
64.02,387835,339043,508558,384670
64.04,386995,338551,508021,384513
64.06,386089,338069,506521,383819
64.08,385199,337624,504375,382799
64.1,384470,337318,501789,381557
64.12,383851,337110,499295,380329
64.14,383475,336913,497160,379229
64.16,383209,336765,495467,378387
64.18,383076,336738,494234,377702
64.2,382950,336674,493487,377344
64.22,382980,336711,493148,377132
64.24,383110,336839,493038,377072
64.26,383234,336883,493075,377109
64.28,383326,336849,493125,377144
64.3,383315,336850,493147,377156
64.32,383267,336843,492959,377058
64.34,383236,336821,492824,376995
64.36,383271,336763,492732,376916
64.38,383342,336788,492778,376988
64.4,383416,336824,493029,377126
64.42,383591,336896,493292,377252
64.44,383817,336945,493643,377490
64.46,384018,337093,494095,377761
64.48,384152,337159,494742,378057
64.5,384300,337237,495342,378430
64.52,384427,337295,495984,378795
64.54,384554,337362,496641,379174
64.56,384716,337391,497253,379477
64.58,384911,337521,497875,379852
64.6,385086,337539,498501,380199
64.62,385159,337648,499188,380578
64.64,385400,337737,499804,380998
64.66,385585,337864,500445,381315
64.68,385843,337959,501217,381713
64.7,386142,338063,501957,382147
64.72,386409,338259,502788,382641
64.74,386692,338332,503666,383078
64.76,386949,338429,504476,383546
64.78,387223,338600,505253,384002
64.8,387398,338660,506058,384467
64.82,387649,338786,506836,384835
64.84,387893,338853,507766,385320
64.86,388144,339006,508548,385816
64.88,388428,339173,509455,386282
64.9,388789,339332,510386,386810
64.92,389137,339487,511465,387309
64.94,389437,339641,512469,387929
64.96,389669,339701,513417,388386
64.98,389648,339648,514199,388785
65,389154,339338,514576,389090
65.02,388260,338810,514309,389290
65.04,387257,338255,513147,388832
65.06,386330,337798,511227,387931
65.08,385594,337400,508951,386750
65.1,385019,337125,506556,385581
