Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60,X61,Y61,Flag61,X62,Y62,Flag62,X63,Y63,Flag63,X64,Y64,Flag64,X65,Y65,Flag65,X66,Y66,Flag66,X67,Y67,Flag67,X68,Y68,Flag68,X69,Y69,Flag69,X70,Y70,Flag70,X71,Y71,Flag71,X72,Y72,Flag72,X73,Y73,Flag73,X74,Y74,Flag74,X75,Y75,Flag75
Tracks 1 to 75
20,980.91174,82.02941, ,581.94446,216.27777, , , , ,1393.4286,330.2143, ,973.63043,370.71738, ,593.0397,463.51587, ,1027.0862,469.43103, ,469.25,538.3929, ,521.0,615.3571, ,1305.8846,662.1923, ,321.5,822.8333, ,327.9,922.36664, ,727.6579,1056.8158, ,619.5857,433.7, ,600.6739,779.2826, , , , , , , ,859.0484,309.7903, ,783.4474,741.4474, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,981.3125,81.75, ,583.20966,217.95161, , , , ,1393.3667,328.03333, ,977.4091,367.4091, ,590.9857,467.01428, ,1020.5333,468.9, ,469.65384,535.1539, ,516.5,613.5, ,1305.5,660.5, ,321.5,821.8333, ,327.91177,918.3823, ,723.2857,1052.3572, ,620.3387,435.2742, ,595.67645,782.55884, , , , , , , ,856.5909,312.74243, ,782.94446,737.55554, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,982.01514,86.106064, ,581.5968,215.95161, , , , ,1391.1154,329.8846, ,976.7083,367.75, ,591.6132,464.6698, ,1018.26666,469.8, ,466.94446,534.4259, ,513.2778,611.2037, ,1299.0,666.5, ,324.35715,827.5, ,330.39474,920.2368, ,721.5,1052.8334, ,624.17645,432.91177, ,595.1818,779.6818, , , , , , , ,861.53125,311.5, ,784.55,741.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,978.17645,86.617645, ,578.1129,216.30646, , , , ,1391.8125,328.9375, ,970.84784,370.28262, ,590.25,458.61365, ,1019.3148,470.27777, ,466.10715,535.75, ,512.0926,609.4259, ,1293.5,669.5, ,323.3421,824.8158, ,328.6111,922.1111, ,713.91174,1052.8529, ,628.4091,429.65152, ,596.5,777.06525, , , , , , , ,864.0625,313.0625, ,784.9706,742.85297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,981.1875,83.59375, ,577.0484,215.79033, , , , ,1392.0,327.5, ,973.5833,372.16666, ,593.2,458.28, ,1019.93335,471.16666, ,464.46,533.54, ,514.0,613.3571, , , , ,323.59525,826.881, ,330.4,921.2, ,710.5,1054.1364, ,626.94116,427.79413, ,603.25,779.05, , , , , , , ,867.5789,314.3684, ,783.6111,743.44446, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,985.9545,82.28788, ,582.0862,212.94827, , , , ,1390.1923,326.5, ,971.4091,370.4091, ,596.3571,454.05554, ,1021.6515,472.68182, ,465.3125,536.1458, ,517.9483,614.2586, , , , ,329.5,823.5, ,332.6579,926.0263, ,716.3333,1050.4166, ,630.59375,429.4375, ,602.3,784.5, , , , , , , ,867.5,315.67648, ,782.2895,744.1316, ,965.2273,545.2273, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,984.875,79.0, ,582.0172,213.60345, , , , ,1387.4166,324.66666, ,972.98,371.1, ,599.2143,457.54285, ,1026.5,471.7647, ,463.9,536.32, ,514.3,613.63336, , , , ,335.91177,827.0294, ,330.38235,923.91174, ,722.9,1055.3, ,631.59375,429.34375, ,599.08826,787.14703, , , , , , , ,867.9194,317.62903, ,783.03845,742.1923, ,961.23334,544.5333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,989.94116,76.02941, ,582.0,213.35715, , , , ,1389.3,329.6, ,974.3077,372.8846, ,598.6642,463.05225, ,1028.4412,472.7353, ,458.24545,536.4636, ,510.8793,609.3276, , , , ,335.27777,829.0, ,326.3421,925.2895, ,719.75,1058.25, ,631.69354,429.40323, ,600.6,791.1, , , , , , , ,866.625,317.65625, ,784.18,739.5, ,965.375,543.1875, ,1289.1666,669.6667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,988.5833,79.05556, ,580.3823,216.0, , , , ,1382.5,331.42307, ,974.7963,370.57407, ,600.9127,463.7857, ,1026.0483,471.14517, ,460.2907,536.6163, ,509.27777,609.2037, , , , ,339.8158,832.2368, ,326.3421,929.2895, ,717.5,1056.5, ,628.67645,429.58823, ,599.7381,791.7381, , , , , , , ,863.4091,319.95456, ,780.569,738.2241, ,968.9138,546.431, ,1288.9375,671.0625, ,787.5,58.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,983.80304,76.77273, ,583.125,208.71875, , , , ,1378.6333,332.03333, ,972.9167,372.70834, ,601.5,465.2846, ,1029.9193,471.62903, ,457.91177,537.6177, ,513.12067,609.3276, , , , ,334.75,829.95, ,333.1316,932.9737, ,720.0,1058.5, ,630.59375,431.4375, ,602.1316,784.8684, , , , , , , ,864.92426,319.92426, ,776.9483,738.0862, ,966.94183,546.9535, ,1288.6,671.6, ,787.5,54.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,984.4143,78.442856, ,583.46295,213.27777, , , , ,1379.4166,332.33334, ,972.3,373.54, ,601.63043,469.73914, ,1032.8334,474.83334, ,456.95456,538.19696, ,516.81036,607.60345, , , , ,338.0,830.94446, ,332.03333,932.63336, , , , ,632.0,430.5, ,602.8684,784.8684, , , , , , , ,868.125,317.71875, ,777.53845,737.38464, ,967.6739,550.06525, ,1286.1875,670.5625, ,783.5,58.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
